,event_id,speaker_url
0,0,https://www.linkedin.com/in/sjtibor/
1,1,https://www.linkedin.com/in/nigewebbuk/
2,3,https://www.linkedin.com/in/sjtibor/
3,4,https://www.linkedin.com/in/nigewebbuk/
4,7,https://www.linkedin.com/in/paulabek/
5,7,https://www.linkedin.com/in/savadesolanki/
6,7,https://www.linkedin.com/in/james-suares/
7,10,https://www.linkedin.com/in/traceymcurrell/
